Entity,Code,Year,Tuberculosis,HepatitisB,Influenza,Inactivated_polio,Measles,Pneumococcus,Polio,Rubella,Rotavirus,Yellow_fever,Diphteria_Tetanus_Pertussis
Niger,NER,2000,50.0,,,,37.0,,41.0,,,10.0,34.0
Niger,NER,2001,53.0,,,,39.0,,42.0,,,15.0,36.0
Niger,NER,2002,56.0,,,,41.0,,43.0,,,21.0,39.0
Niger,NER,2003,58.0,,,,43.0,,44.0,,,26.0,41.0
Niger,NER,2004,61.0,,,,45.0,,45.0,,,32.0,43.0
Niger,NER,2005,64.0,,,,47.0,,46.0,,,37.0,45.0
Niger,NER,2006,69.0,,,,53.0,,52.0,,,32.0,51.0
Niger,NER,2007,73.0,,,,60.0,,57.0,,,37.0,57.0
Niger,NER,2008,78.0,,,,66.0,,68.0,,,47.0,67.0
Niger,NER,2009,86.0,71.0,71.0,,69.0,,71.0,,,67.0,71.0
Niger,NER,2010,81.0,70.0,70.0,,67.0,,75.0,,,64.0,70.0
Niger,NER,2011,53.0,75.0,75.0,,69.0,,40.0,,,52.0,75.0
Niger,NER,2012,85.0,71.0,71.0,,75.0,,71.0,,,73.0,71.0
Niger,NER,2013,43.0,73.0,73.0,,80.0,,62.0,,,75.0,73.0
Niger,NER,2014,87.0,81.0,81.0,,80.0,13.0,79.0,,19.0,79.0,81.0
Niger,NER,2015,94.0,84.0,84.0,27.0,85.0,49.0,83.0,,47.0,84.0,84.0
Niger,NER,2016,91.0,80.0,80.0,74.0,76.0,76.0,82.0,,80.0,76.0,80.0
Niger,NER,2017,92.0,85.0,85.0,85.0,82.0,85.0,85.0,,85.0,82.0,85.0
Niger,NER,2018,87.0,79.0,79.0,79.0,77.0,79.0,79.0,,79.0,78.0,79.0
Niger,NER,2019,70.0,81.0,81.0,81.0,79.0,81.0,81.0,,81.0,83.0,81.0
Nigeria,NGA,2000,44.0,,,,33.0,,31.0,,,,29.0
Nigeria,NGA,2001,41.0,,,,32.0,,36.0,,,,27.0
Nigeria,NGA,2002,38.0,,,,30.0,,40.0,,,,25.0
Nigeria,NGA,2003,42.0,,,,34.0,,42.0,,,,29.0
Nigeria,NGA,2004,45.0,,,,37.0,,43.0,,,21.0,33.0
Nigeria,NGA,2005,49.0,18.0,,,41.0,,45.0,,,36.0,36.0
Nigeria,NGA,2006,52.0,27.0,,,44.0,,46.0,,,44.0,40.0
Nigeria,NGA,2007,53.0,42.0,,,41.0,,54.0,,,51.0,42.0
Nigeria,NGA,2008,65.0,41.0,,,53.0,,60.0,,,50.0,53.0
Nigeria,NGA,2009,76.0,63.0,,,64.0,,66.0,,,69.0,63.0
Nigeria,NGA,2010,62.0,49.0,,,56.0,,54.0,,,50.0,54.0
Nigeria,NGA,2011,57.0,46.0,,,49.0,,48.0,,,38.0,48.0
Nigeria,NGA,2012,51.0,42.0,10.0,,42.0,,42.0,,,24.0,42.0
Nigeria,NGA,2013,51.0,43.0,27.0,,43.0,,41.0,,,47.0,43.0
Nigeria,NGA,2014,51.0,43.0,43.0,,44.0,,40.0,,,41.0,43.0
Nigeria,NGA,2015,53.0,42.0,42.0,42.0,42.0,36.0,42.0,,,42.0,42.0
Nigeria,NGA,2016,64.0,53.0,53.0,52.0,47.0,49.0,53.0,,,47.0,53.0
Nigeria,NGA,2017,67.0,55.0,55.0,53.0,54.0,53.0,55.0,,,54.0,55.0
Nigeria,NGA,2018,70.0,55.0,55.0,54.0,56.0,53.0,54.0,,,57.0,55.0
Nigeria,NGA,2019,72.0,56.0,56.0,55.0,57.0,52.0,54.0,,,60.0,56.0
North Macedonia,MKD,2000,97.0,,,,97.0,,96.0,97.0,,,95.0
North Macedonia,MKD,2001,97.0,,,,92.0,,91.0,92.0,,,91.0
North Macedonia,MKD,2002,91.0,,,,98.0,,97.0,98.0,,,96.0
North Macedonia,MKD,2003,95.0,,,,96.0,,96.0,96.0,,,96.0
North Macedonia,MKD,2004,94.0,,,,96.0,,95.0,96.0,,,94.0
North Macedonia,MKD,2005,99.0,53.0,,,96.0,,98.0,96.0,,,97.0
North Macedonia,MKD,2006,92.0,89.0,,,94.0,,92.0,94.0,,,93.0
North Macedonia,MKD,2007,95.0,96.0,,,96.0,,96.0,96.0,,,95.0
North Macedonia,MKD,2008,94.0,97.0,13.0,,98.0,,96.0,98.0,,,95.0
North Macedonia,MKD,2009,98.0,95.0,82.0,,96.0,,96.0,96.0,,,96.0
North Macedonia,MKD,2010,96.0,90.0,89.0,,98.0,,95.0,98.0,,,95.0
North Macedonia,MKD,2011,94.0,96.0,96.0,,97.0,,97.0,97.0,,,96.0
North Macedonia,MKD,2012,95.0,98.0,95.0,,96.0,,97.0,96.0,,,95.0
North Macedonia,MKD,2013,97.0,97.0,97.0,,96.0,,98.0,96.0,,,98.0
North Macedonia,MKD,2014,99.0,97.0,94.0,,93.0,,96.0,93.0,,,95.0
North Macedonia,MKD,2015,94.0,92.0,89.0,98.0,89.0,,92.0,89.0,,,91.0
North Macedonia,MKD,2016,99.0,94.0,94.0,97.0,82.0,,95.0,82.0,,,95.0
North Macedonia,MKD,2017,97.0,91.0,91.0,97.0,83.0,,91.0,83.0,,,91.0
North Macedonia,MKD,2018,93.0,92.0,92.0,98.0,75.0,,92.0,75.0,,,92.0
North Macedonia,MKD,2019,93.0,92.0,92.0,98.0,75.0,,92.0,75.0,,,92.0
Norway,NOR,2019,,96.0,97.0,99.0,97.0,95.0,97.0,97.0,95.0,,97.0
Norway,NOR,2000,,,93.0,,88.0,,91.0,88.0,,,90.0
Norway,NOR,2001,,,93.0,,90.0,,91.0,90.0,,,91.0
Norway,NOR,2002,,,95.0,,87.0,,93.0,87.0,,,93.0
Norway,NOR,2003,,,94.0,,86.0,,92.0,86.0,,,92.0
Norway,NOR,2004,,,94.0,,89.0,,92.0,89.0,,,92.0
Norway,NOR,2005,,,93.0,,90.0,,91.0,90.0,,,91.0
Norway,NOR,2006,,,95.0,,92.0,,94.0,92.0,,,94.0
Norway,NOR,2007,,,95.0,,92.0,,93.0,92.0,,,93.0
Norway,NOR,2008,,,94.0,,93.0,86.0,94.0,93.0,,,94.0
Norway,NOR,2009,,,95.0,,93.0,91.0,94.0,93.0,,,94.0
Norway,NOR,2010,,,94.0,,93.0,91.0,93.0,93.0,,,93.0
Norway,NOR,2011,,,95.0,,93.0,92.0,94.0,93.0,,,94.0
Norway,NOR,2012,,,95.0,,94.0,93.0,95.0,94.0,,,95.0
Norway,NOR,2013,,,95.0,,93.0,93.0,94.0,93.0,,,94.0
Norway,NOR,2014,,,94.0,,94.0,91.0,93.0,94.0,,,93.0
Norway,NOR,2015,,,95.0,99.0,95.0,93.0,95.0,95.0,,,95.0
Norway,NOR,2016,,,96.0,99.0,96.0,94.0,96.0,96.0,,,96.0
Norway,NOR,2017,,,96.0,99.0,96.0,94.0,96.0,96.0,,,96.0
Norway,NOR,2018,,,96.0,99.0,96.0,94.0,96.0,96.0,93.0,,96.0
Pakistan,PAK,2000,74.0,,,,57.0,,61.0,,,,59.0
Pakistan,PAK,2001,78.0,,,,59.0,,63.0,,,,61.0
Pakistan,PAK,2002,82.0,,,,60.0,,64.0,,,,63.0
Pakistan,PAK,2003,80.0,62.0,,,62.0,,66.0,,,,66.0
Pakistan,PAK,2004,78.0,62.0,,,63.0,,67.0,,,,68.0
Pakistan,PAK,2005,78.0,65.0,,,61.0,,63.0,,,,63.0
Pakistan,PAK,2006,77.0,60.0,,,59.0,,58.0,,,,59.0
Pakistan,PAK,2007,77.0,54.0,,,57.0,,54.0,,,,54.0
Pakistan,PAK,2008,75.0,53.0,,,56.0,,53.0,,,,53.0
Pakistan,PAK,2009,74.0,52.0,52.0,,56.0,,52.0,,,,52.0
Pakistan,PAK,2010,74.0,52.0,52.0,,57.0,,52.0,,,,52.0
Pakistan,PAK,2011,83.0,63.0,63.0,,59.0,,63.0,,,,63.0
Pakistan,PAK,2012,84.0,64.0,64.0,,63.0,,64.0,,,,64.0
Pakistan,PAK,2013,84.0,65.0,65.0,,68.0,65.0,65.0,,,,65.0
Pakistan,PAK,2014,85.0,69.0,69.0,,71.0,68.0,69.0,,,,69.0
Pakistan,PAK,2015,86.0,72.0,72.0,20.0,75.0,80.0,72.0,,,,72.0
Pakistan,PAK,2016,86.0,75.0,75.0,56.0,75.0,78.0,75.0,,,,75.0
Pakistan,PAK,2017,86.0,78.0,75.0,67.0,76.0,82.0,75.0,,12.0,,75.0
Pakistan,PAK,2018,90.0,81.0,80.0,75.0,79.0,82.0,75.0,,58.0,,80.0
Pakistan,PAK,2019,93.0,84.0,84.0,84.0,81.0,83.0,84.0,,86.0,,84.0
Panama,PAN,2000,99.0,,,,97.0,,99.0,97.0,,0.0,98.0
Panama,PAN,2001,99.0,98.0,99.0,,95.0,,95.0,95.0,,0.0,99.0
Panama,PAN,2002,99.0,98.0,99.0,,95.0,,99.0,95.0,,0.0,99.0
Panama,PAN,2003,99.0,98.0,98.0,,95.0,,95.0,95.0,,0.0,98.0
Panama,PAN,2004,99.0,95.0,95.0,,97.0,,92.0,97.0,,0.0,95.0
Panama,PAN,2005,99.0,92.0,92.0,,99.0,,88.0,99.0,,0.0,92.0
Panama,PAN,2006,98.0,88.0,88.0,,95.0,,98.0,95.0,82.0,0.0,88.0
Panama,PAN,2007,97.0,85.0,85.0,,95.0,,84.0,95.0,66.0,0.0,85.0
Panama,PAN,2008,98.0,86.0,86.0,,96.0,,86.0,96.0,74.0,0.0,86.0
Panama,PAN,2009,99.0,85.0,85.0,,96.0,,85.0,96.0,78.0,0.0,85.0
Panama,PAN,2010,99.0,94.0,94.0,,97.0,48.0,95.0,97.0,89.0,0.0,94.0
Panama,PAN,2011,99.0,87.0,87.0,,97.0,63.0,91.0,97.0,95.0,0.0,87.0
Panama,PAN,2012,98.0,85.0,85.0,,98.0,76.0,87.0,98.0,92.0,5.0,85.0
Panama,PAN,2013,95.0,80.0,80.0,,92.0,88.0,81.0,92.0,87.0,4.0,80.0
Panama,PAN,2014,99.0,80.0,80.0,,90.0,91.0,80.0,90.0,87.0,5.0,80.0
Panama,PAN,2015,99.0,73.0,73.0,80.0,93.0,92.0,72.0,93.0,87.0,5.0,73.0
Panama,PAN,2016,99.0,86.0,86.0,96.0,95.0,94.0,86.0,95.0,92.0,6.0,86.0
Panama,PAN,2017,99.0,81.0,81.0,96.0,98.0,97.0,81.0,98.0,94.0,6.0,81.0
Panama,PAN,2018,99.0,88.0,88.0,97.0,98.0,97.0,88.0,98.0,95.0,6.0,88.0
Panama,PAN,2019,99.0,88.0,88.0,97.0,97.0,96.0,88.0,97.0,94.0,7.0,88.0
Paraguay,PRY,2000,85.0,,,,92.0,,86.0,92.0,,,86.0
Paraguay,PRY,2001,86.0,,,,90.0,,90.0,90.0,,,89.0
Paraguay,PRY,2002,83.0,,,,86.0,,87.0,86.0,,,87.0
Paraguay,PRY,2003,88.0,86.0,86.0,,91.0,,86.0,91.0,,,86.0
Paraguay,PRY,2004,97.0,90.0,92.0,,91.0,,92.0,91.0,,,92.0
Paraguay,PRY,2005,98.0,92.0,93.0,,91.0,,96.0,91.0,,,96.0
Paraguay,PRY,2006,99.0,92.0,92.0,,91.0,,98.0,91.0,,,98.0
Paraguay,PRY,2007,98.0,86.0,88.0,,91.0,,95.0,91.0,,,95.0
Paraguay,PRY,2008,94.0,87.0,87.0,,91.0,,85.0,91.0,,,89.0
Paraguay,PRY,2009,91.0,85.0,85.0,,91.0,,82.0,91.0,,76.0,86.0
Paraguay,PRY,2010,93.0,91.0,91.0,,93.0,,89.0,93.0,56.0,86.0,91.0
Paraguay,PRY,2011,94.0,91.0,91.0,,91.0,,89.0,91.0,85.0,86.0,92.0
Paraguay,PRY,2012,93.0,91.0,91.0,,88.0,82.0,89.0,88.0,87.0,87.0,91.0
Paraguay,PRY,2013,91.0,90.0,90.0,,88.0,90.0,89.0,88.0,86.0,97.0,91.0
Paraguay,PRY,2014,96.0,93.0,93.0,,84.0,86.0,93.0,84.0,90.0,85.0,93.0
Paraguay,PRY,2015,96.0,92.0,92.0,,78.0,90.0,93.0,78.0,91.0,93.0,92.0
Paraguay,PRY,2016,94.0,92.0,92.0,94.0,85.0,99.0,93.0,85.0,91.0,99.0,92.0
Paraguay,PRY,2017,96.0,91.0,91.0,95.0,92.0,93.0,92.0,92.0,93.0,99.0,91.0
Paraguay,PRY,2018,91.0,88.0,88.0,91.0,93.0,94.0,88.0,93.0,91.0,99.0,88.0
Paraguay,PRY,2019,87.0,86.0,86.0,88.0,87.0,89.0,84.0,87.0,86.0,92.0,86.0
Peru,PER,2000,93.0,,43.0,,97.0,,93.0,,,8.0,98.0
Peru,PER,2001,87.0,,38.0,,97.0,,90.0,,,26.0,90.0
Peru,PER,2002,92.0,,40.0,,95.0,,95.0,,,36.0,95.0
Peru,PER,2003,94.0,65.0,41.0,,95.0,,95.0,95.0,,47.0,94.0
Peru,PER,2004,95.0,92.0,96.0,,85.0,,81.0,85.0,,57.0,86.0
Peru,PER,2005,95.0,94.0,94.0,,77.0,,66.0,77.0,,78.0,77.0
Peru,PER,2006,96.0,94.0,94.0,,93.0,,94.0,93.0,,91.0,94.0
Peru,PER,2007,96.0,93.0,93.0,,92.0,,93.0,92.0,,87.0,93.0
Peru,PER,2008,97.0,93.0,93.0,,92.0,,93.0,92.0,3.0,82.0,93.0
Peru,PER,2009,97.0,93.0,93.0,,91.0,9.0,92.0,91.0,41.0,66.0,93.0
Peru,PER,2010,95.0,93.0,93.0,,94.0,83.0,92.0,94.0,75.0,61.0,93.0
Peru,PER,2011,91.0,91.0,91.0,,96.0,82.0,91.0,96.0,84.0,51.0,91.0
Peru,PER,2012,95.0,95.0,95.0,,94.0,89.0,94.0,94.0,91.0,58.0,95.0
Peru,PER,2013,95.0,88.0,88.0,,85.0,85.0,71.0,85.0,86.0,64.0,88.0
Peru,PER,2014,94.0,88.0,88.0,,89.0,86.0,78.0,89.0,86.0,65.0,88.0
Peru,PER,2015,91.0,90.0,90.0,98.0,92.0,90.0,88.0,92.0,87.0,67.0,90.0
Peru,PER,2016,90.0,89.0,89.0,94.0,88.0,86.0,88.0,88.0,87.0,64.0,89.0
Peru,PER,2017,84.0,83.0,83.0,90.0,83.0,80.0,83.0,83.0,85.0,63.0,83.0
Peru,PER,2018,81.0,84.0,84.0,89.0,85.0,82.0,83.0,85.0,85.0,65.0,84.0
Peru,PER,2019,94.0,88.0,88.0,91.0,85.0,80.0,87.0,85.0,90.0,57.0,88.0
Philippines,PHL,2000,92.0,7.0,,,78.0,,74.0,,,,78.0
Philippines,PHL,2001,92.0,45.0,,,81.0,,76.0,,,,79.0
Philippines,PHL,2002,85.0,42.0,,,82.0,,77.0,,,,79.0
Philippines,PHL,2003,86.0,52.0,,,87.0,,85.0,,,,84.0
Philippines,PHL,2004,91.0,48.0,,,92.0,,85.0,,,,88.0
Philippines,PHL,2005,91.0,49.0,,,92.0,,90.0,,,,89.0
Philippines,PHL,2006,91.0,77.0,,,92.0,,88.0,,,,88.0
Philippines,PHL,2007,90.0,87.0,,,92.0,,87.0,,,,87.0
Philippines,PHL,2008,91.0,87.0,,,90.0,,87.0,,,,87.0
Philippines,PHL,2009,92.0,88.0,,,89.0,,87.0,,,,88.0
Philippines,PHL,2010,93.0,88.0,2.0,,87.0,,88.0,87.0,,,88.0
Philippines,PHL,2011,94.0,89.0,14.0,,86.0,,88.0,86.0,,,89.0
Philippines,PHL,2012,95.0,89.0,89.0,,84.0,,88.0,84.0,5.0,,89.0
Philippines,PHL,2013,92.0,84.0,84.0,,83.0,,85.0,83.0,28.0,,84.0
Philippines,PHL,2014,88.0,80.0,79.0,,81.0,35.0,82.0,81.0,1.0,,79.0
Philippines,PHL,2015,85.0,75.0,74.0,,80.0,18.0,79.0,80.0,2.0,,74.0
Philippines,PHL,2016,90.0,84.0,84.0,37.0,80.0,36.0,81.0,80.0,,,84.0
Philippines,PHL,2017,83.0,80.0,80.0,50.0,78.0,33.0,80.0,78.0,,,80.0
Philippines,PHL,2018,77.0,75.0,75.0,61.0,77.0,43.0,79.0,77.0,,,75.0
Philippines,PHL,2019,70.0,71.0,71.0,71.0,75.0,53.0,78.0,75.0,,,71.0
Poland,POL,2000,96.0,99.0,,,97.0,,98.0,97.0,,,98.0
Poland,POL,2001,95.0,95.0,,,97.0,,98.0,97.0,,,98.0
Poland,POL,2002,95.0,98.0,,,98.0,,98.0,98.0,,,99.0
Poland,POL,2003,93.0,97.0,,,97.0,,98.0,97.0,,,99.0
Poland,POL,2004,94.0,98.0,,,97.0,,99.0,97.0,,,99.0
Poland,POL,2005,94.0,98.0,22.0,,98.0,,99.0,98.0,,,99.0
Poland,POL,2006,94.0,98.0,31.0,,99.0,,99.0,99.0,,,99.0
Poland,POL,2007,93.0,98.0,88.0,,98.0,,99.0,98.0,,,99.0
Poland,POL,2008,93.0,98.0,98.0,,98.0,,96.0,98.0,,,99.0
Poland,POL,2009,94.0,98.0,99.0,,98.0,,96.0,98.0,,,99.0
Poland,POL,2010,93.0,98.0,99.0,,98.0,,96.0,98.0,,,99.0
Poland,POL,2011,94.0,98.0,99.0,,98.0,,96.0,98.0,,,99.0
Poland,POL,2012,94.0,97.0,99.0,,98.0,,95.0,98.0,,,99.0
Poland,POL,2013,93.0,96.0,99.0,,98.0,,95.0,98.0,,,99.0
Poland,POL,2014,92.0,96.0,98.0,,97.0,,94.0,97.0,,,98.0
Poland,POL,2015,94.0,96.0,98.0,99.0,96.0,,92.0,96.0,,,98.0
Poland,POL,2016,93.0,95.0,98.0,99.0,96.0,,92.0,96.0,,,98.0
Poland,POL,2017,92.0,93.0,96.0,99.0,94.0,,90.0,94.0,,,96.0
Poland,POL,2018,92.0,91.0,95.0,99.0,93.0,60.0,87.0,93.0,,,95.0
Poland,POL,2019,92.0,91.0,95.0,99.0,93.0,60.0,87.0,93.0,,,95.0
Portugal,PRT,2000,82.0,58.0,86.0,,87.0,,96.0,87.0,,,96.0
Portugal,PRT,2001,82.0,70.0,90.0,,90.0,,96.0,90.0,,,97.0
Portugal,PRT,2002,81.0,82.0,94.0,,93.0,,96.0,93.0,,,98.0
Portugal,PRT,2003,81.0,94.0,99.0,,96.0,,96.0,96.0,,,99.0
Portugal,PRT,2004,83.0,94.0,95.0,,95.0,,95.0,95.0,,,95.0
Portugal,PRT,2005,89.0,94.0,93.0,,93.0,,93.0,93.0,,,93.0
Portugal,PRT,2006,99.0,97.0,97.0,,97.0,,97.0,97.0,,,97.0
Portugal,PRT,2007,98.0,97.0,97.0,,95.0,,96.0,95.0,,,97.0
Portugal,PRT,2008,98.0,97.0,97.0,,97.0,,97.0,97.0,,,97.0
Portugal,PRT,2009,98.0,96.0,96.0,,95.0,,96.0,95.0,,,96.0
Portugal,PRT,2010,96.0,97.0,97.0,,96.0,,97.0,96.0,,,98.0
Portugal,PRT,2011,97.0,97.0,97.0,,97.0,,97.0,97.0,,,97.0
Portugal,PRT,2012,99.0,98.0,98.0,,97.0,,98.0,97.0,,,98.0
Portugal,PRT,2013,99.0,98.0,98.0,,98.0,,98.0,98.0,,,98.0
Portugal,PRT,2014,99.0,98.0,98.0,,98.0,,98.0,98.0,,,98.0
Portugal,PRT,2015,32.0,98.0,98.0,99.0,98.0,,98.0,98.0,,,98.0
Portugal,PRT,2016,,98.0,98.0,99.0,98.0,73.0,98.0,98.0,,,98.0
Portugal,PRT,2017,,98.0,98.0,99.0,98.0,96.0,98.0,98.0,,,98.0
Portugal,PRT,2018,,98.0,99.0,99.0,99.0,98.0,99.0,99.0,,,99.0
Portugal,PRT,2019,,98.0,99.0,99.0,99.0,98.0,99.0,99.0,,,99.0
Romania,ROU,2000,99.0,98.0,,,98.0,,99.0,,,,99.0
Romania,ROU,2001,99.0,98.0,,,98.0,,99.0,,,,99.0
Romania,ROU,2002,99.0,99.0,,,98.0,,98.0,98.0,,,98.0
Romania,ROU,2003,99.0,98.0,,,97.0,,97.0,97.0,,,97.0
Romania,ROU,2004,99.0,99.0,,,97.0,,97.0,97.0,,,97.0
Romania,ROU,2005,98.0,98.0,,,97.0,,97.0,97.0,,,97.0
Romania,ROU,2006,99.0,99.0,,,95.0,,97.0,95.0,,,97.0
Romania,ROU,2007,99.0,99.0,,,97.0,,96.0,97.0,,,96.0
Romania,ROU,2008,99.0,97.0,,,96.0,,95.0,96.0,,,96.0
Romania,ROU,2009,99.0,95.0,,,96.0,,95.0,96.0,,,95.0
Romania,ROU,2010,99.0,98.0,,,95.0,,94.0,95.0,,,94.0
Romania,ROU,2011,99.0,96.0,89.0,,93.0,,89.0,93.0,,,89.0
Romania,ROU,2012,99.0,96.0,92.0,,94.0,,92.0,94.0,,,91.0
Romania,ROU,2013,98.0,96.0,91.0,,92.0,,88.0,92.0,,,92.0
Romania,ROU,2014,98.0,94.0,90.0,,89.0,,94.0,89.0,,,94.0
Romania,ROU,2015,98.0,90.0,89.0,95.0,86.0,,89.0,86.0,,,89.0
Romania,ROU,2016,84.0,90.0,89.0,94.0,86.0,,89.0,86.0,,,89.0
Romania,ROU,2017,97.0,92.0,82.0,94.0,86.0,,82.0,86.0,,,82.0
Romania,ROU,2018,96.0,93.0,86.0,94.0,90.0,,86.0,90.0,,,86.0
Romania,ROU,2019,96.0,90.0,88.0,94.0,90.0,88.0,88.0,90.0,,,88.0
Russian Federation,RUS,2000,96.0,,,,97.0,,97.0,97.0,,,96.0
Russian Federation,RUS,2001,96.0,43.0,,,97.0,,97.0,97.0,,,96.0
Russian Federation,RUS,2002,97.0,81.0,,,98.0,,97.0,98.0,,,97.0
Russian Federation,RUS,2003,97.0,94.0,,,98.0,,97.0,98.0,,,96.0
Russian Federation,RUS,2004,96.0,96.0,,,98.0,,98.0,98.0,,,97.0
Russian Federation,RUS,2005,97.0,97.0,,,99.0,,98.0,99.0,,,98.0
Russian Federation,RUS,2006,97.0,98.0,,,99.0,,98.0,99.0,,,98.0
Russian Federation,RUS,2007,97.0,98.0,,,99.0,,98.0,99.0,,,98.0
Russian Federation,RUS,2008,96.0,98.0,,,99.0,,98.0,99.0,,,98.0
Russian Federation,RUS,2009,96.0,98.0,,,98.0,,98.0,98.0,,,98.0
Russian Federation,RUS,2010,96.0,97.0,,,98.0,,98.0,98.0,,,97.0
Russian Federation,RUS,2011,95.0,97.0,,,98.0,,97.0,98.0,,,97.0
Russian Federation,RUS,2012,96.0,97.0,,,98.0,,98.0,98.0,,,97.0
Russian Federation,RUS,2013,96.0,97.0,,,98.0,,98.0,98.0,,,97.0
Russian Federation,RUS,2014,96.0,97.0,,,98.0,,97.0,98.0,,,97.0
Russian Federation,RUS,2015,96.0,97.0,,97.0,98.0,,97.0,98.0,,,97.0
Russian Federation,RUS,2016,96.0,97.0,,97.0,98.0,35.0,97.0,98.0,,,97.0
Russian Federation,RUS,2017,95.0,97.0,,97.0,98.0,70.0,96.0,98.0,,,97.0
Russian Federation,RUS,2018,95.0,97.0,,97.0,98.0,82.0,96.0,98.0,,,97.0
Russian Federation,RUS,2019,96.0,97.0,,97.0,98.0,85.0,96.0,98.0,,,97.0
Rwanda,RWA,2000,81.0,,,,74.0,,90.0,,,,90.0
Rwanda,RWA,2001,74.0,,,,69.0,,76.0,,,,77.0
Rwanda,RWA,2002,81.0,88.0,88.0,,69.0,,85.0,,,,88.0
Rwanda,RWA,2003,88.0,96.0,96.0,,90.0,,96.0,,,,96.0
Rwanda,RWA,2004,86.0,89.0,89.0,,84.0,,89.0,,,,89.0
Rwanda,RWA,2005,91.0,95.0,95.0,,89.0,,95.0,,,,95.0
Rwanda,RWA,2006,98.0,99.0,99.0,,95.0,,99.0,,,,99.0
Rwanda,RWA,2007,89.0,97.0,97.0,,94.0,,98.0,,,,97.0
Rwanda,RWA,2008,93.0,97.0,97.0,,92.0,,97.0,,,,97.0
Rwanda,RWA,2009,99.0,97.0,97.0,,95.0,,93.0,,,,97.0
Rwanda,RWA,2010,99.0,97.0,97.0,,95.0,97.0,93.0,,,,97.0
Rwanda,RWA,2011,99.0,97.0,97.0,,95.0,97.0,93.0,,,,97.0
Rwanda,RWA,2012,99.0,98.0,98.0,,97.0,98.0,98.0,,50.0,,98.0
Rwanda,RWA,2013,99.0,98.0,98.0,,95.0,98.0,98.0,,98.0,,98.0
Rwanda,RWA,2014,99.0,98.0,98.0,,97.0,98.0,98.0,,98.0,,98.0
Rwanda,RWA,2015,99.0,98.0,98.0,,96.0,98.0,99.0,96.0,98.0,,98.0
Rwanda,RWA,2016,99.0,98.0,98.0,,95.0,98.0,99.0,95.0,98.0,,98.0
Rwanda,RWA,2017,98.0,98.0,98.0,,97.0,98.0,98.0,97.0,98.0,,98.0
Rwanda,RWA,2018,97.0,97.0,97.0,92.0,99.0,97.0,97.0,99.0,98.0,,97.0
Rwanda,RWA,2019,98.0,98.0,98.0,99.0,96.0,98.0,98.0,96.0,98.0,,98.0
Serbia,SRB,2000,85.0,,,,89.0,,98.0,89.0,,,95.0
Serbia,SRB,2001,88.0,,,,90.0,,93.0,90.0,,,93.0
Serbia,SRB,2002,91.0,,,,92.0,,95.0,92.0,,,95.0
Serbia,SRB,2003,94.0,,,,87.0,,89.0,87.0,,,89.0
Serbia,SRB,2004,97.0,89.0,,,89.0,,96.0,89.0,,,88.0
Serbia,SRB,2005,98.0,65.0,,,96.0,,98.0,96.0,,,98.0
Serbia,SRB,2006,99.0,93.0,42.0,,88.0,,97.0,88.0,,,92.0
Serbia,SRB,2007,98.0,99.0,89.0,,95.0,,93.0,95.0,,,94.0
Serbia,SRB,2008,99.0,93.0,98.0,,92.0,,95.0,92.0,,,95.0
Serbia,SRB,2009,98.0,93.0,94.0,,95.0,,97.0,95.0,,,95.0
Serbia,SRB,2010,99.0,89.0,91.0,,95.0,,91.0,95.0,,,91.0
Serbia,SRB,2011,99.0,94.0,93.0,,93.0,,94.0,93.0,,,94.0
Serbia,SRB,2012,98.0,97.0,90.0,,87.0,,93.0,87.0,,,91.0
Serbia,SRB,2013,97.0,91.0,92.0,,92.0,,97.0,92.0,,,95.0
Serbia,SRB,2014,98.0,92.0,94.0,,86.0,,93.0,86.0,,,93.0
Serbia,SRB,2015,98.0,94.0,95.0,98.0,86.0,,95.0,86.0,,,95.0
Serbia,SRB,2016,98.0,91.0,92.0,97.0,82.0,,93.0,82.0,,,92.0
Serbia,SRB,2017,97.0,93.0,95.0,98.0,86.0,,95.0,86.0,,,95.0
Serbia,SRB,2018,98.0,91.0,96.0,98.0,92.0,67.0,96.0,92.0,,,96.0
Serbia,SRB,2019,98.0,94.0,97.0,99.0,87.0,92.0,97.0,87.0,,,97.0
Sierra Leone,SLE,2000,74.0,,,,37.0,,46.0,,,,44.0
Sierra Leone,SLE,2001,63.0,,,,50.0,,38.0,,,,38.0
Sierra Leone,SLE,2002,76.0,,,,62.0,,54.0,,,60.0,53.0
Sierra Leone,SLE,2003,89.0,,,,73.0,,66.0,,,62.0,73.0
Sierra Leone,SLE,2004,86.0,,,,76.0,,69.0,,,64.0,65.0
Sierra Leone,SLE,2005,85.0,,,,71.0,,67.0,,,63.0,65.0
Sierra Leone,SLE,2006,83.0,,,,65.0,,65.0,,,61.0,64.0
Sierra Leone,SLE,2007,82.0,63.0,63.0,,60.0,,63.0,,,60.0,64.0
Sierra Leone,SLE,2008,91.0,77.0,77.0,,73.0,,75.0,,,64.0,77.0
Sierra Leone,SLE,2009,96.0,84.0,84.0,,80.0,,81.0,,,80.0,84.0
Sierra Leone,SLE,2010,97.0,86.0,86.0,,82.0,,84.0,,,82.0,86.0
Sierra Leone,SLE,2011,97.0,89.0,89.0,,84.0,75.0,88.0,,,83.0,89.0
Sierra Leone,SLE,2012,98.0,91.0,91.0,,86.0,92.0,91.0,,,85.0,91.0
